Date,alpha,beta,rho,sigma,Duration
3/12/2018,1.6326989230165194,0.8,-0.7180719029791464,0.4032030692107504,96.0
3/13/2018,0.77876818368651,0.8,-1.0,0.49019493918320856,95.0
3/14/2018,1.7823587636452978,0.8,-0.7983317523913305,0.44986548376220736,94.0
3/15/2018,0.7197003734706514,0.8,-0.46065405013488403,0.4179193069758774,93.0
3/16/2018,5.792478685436459,0.8,0.2849133864778136,0.008091928007890044,92.0
3/19/2018,0.9061313103189009,0.8,-1.0,0.5221599443260069,89.0
3/20/2018,1.0465624814274586,0.8,-1.0,0.4937175229773714,88.0
3/21/2018,1.159922190226522,0.8,-0.9977908046793856,0.5021597169865204,87.0
3/22/2018,1.028638743222678,0.8,-0.9677270641640411,0.5670789250425283,86.0
3/23/2018,1.0464315444496384,0.8,-0.9689339139439628,0.6128323887263973,85.0
3/26/2018,1.7668246212708452,0.8,-0.7284845795186453,0.5191386152567313,82.0
3/27/2018,1.0252905122131468,0.8,-1.0,0.5891370190776115,81.0
3/28/2018,0.8609878936731599,0.8,-1.0,0.6101160237177058,80.0
3/29/2018,1.4152576142279434,0.8,-0.7861262486507192,0.5366916248620527,79.0
4/2/2018,1.6244344551472822,0.8,-0.7371411276426703,0.5929899873332682,75.0
4/3/2018,1.6082278212239185,0.8,-0.748101025457577,0.5557065416579307,74.0
4/4/2018,1.7002669461548483,0.8,-0.7523634820102884,0.5305154816155818,73.0
4/5/2018,1.556184199175399,0.8,-0.8130164175704431,0.5037650830818299,86.0
4/6/2018,1.552549959119691,0.8,-0.7869316232728127,0.5542603038974676,85.0
4/9/2018,1.650675286763338,0.8,-0.706074255508286,0.554672193576295,82.0
4/10/2018,1.5643327581356774,0.8,-0.7843367396335007,0.5292779483787415,81.0
4/11/2018,1.6770904172589318,0.8,-0.7277881672173778,0.5215217938394082,80.0
4/12/2018,1.929413016027986,0.8,-0.4668679994292308,0.46879164459235784,79.0
4/13/2018,1.6276939068582454,0.8,-0.7456392708180607,0.4725727186003054,78.0
4/16/2018,1.823588341881805,0.8,-0.6884591337949959,0.4357125943239123,75.0
4/17/2018,1.9479467307756837,0.8,-0.6228164692637327,0.39790268902903864,74.0
4/18/2018,2.0125170039345495,0.8,-0.7093280496916079,0.3914623954495221,73.0
4/19/2018,1.7114815237885395,0.8,-0.7275980688659178,0.41359921412763284,93.0
4/20/2018,1.7623621714501316,0.8,-0.7207297163409069,0.42739419065717454,92.0
4/23/2018,1.1767206137576254,0.8,-0.9678352390964066,0.45641163134704993,89.0
4/24/2018,1.311308185200084,0.8,-0.8136791970909898,0.46768155234721537,88.0
4/25/2018,1.5960884473060863,0.8,-0.7153138569703312,0.43677059138908325,87.0
4/26/2018,1.7019856145988241,0.8,-0.7445769206464123,0.4298903323779579,86.0
4/27/2018,1.622485899945281,0.8,-0.7701429889006114,0.4237977701512116,85.0
4/30/2018,0.48159958709847905,0.8,-1.0,0.4778678208110059,82.0
5/1/2018,0.3098275805834414,0.8,-1.0,0.46342078741838816,81.0
5/2/2018,1.4688278888082227,0.8,-0.861786314094667,0.45396077342849983,80.0
5/3/2018,1.107811301636005,0.8,-0.9770707893640393,0.48000219416263756,79.0
5/4/2018,0.9996420150277545,0.8,-0.8746890406255404,0.43797519533345747,78.0
5/7/2018,0.3632264707454322,0.8,-1.0,0.4546221224557708,75.0
5/8/2018,0.23061924167189182,0.8,-1.0,0.4551809125608504,74.0
5/9/2018,1.0795904779932906,0.8,-1.0,0.40779471748331614,73.0
5/10/2018,2.0176171320088105,0.8,-0.45130882516368215,0.34865450796205333,100.0
