,Close
1877,1583.89
1878,1595.64
1879,1625.73
1880,1618.52
1881,1616.09
1882,1621.82
1883,1619.7
1884,1633.57
1885,1634.04
1886,1621.71
1887,1605.99
1888,1600.3
1889,1612.77
1890,1608.73
1891,1608.52
1892,1612.4
1893,1600.84
1894,1597.13
1895,1586.56
1896,1583.42
1897,1559.91
1898,1585.74
1899,1608.4
1900,1619.1
1901,1657.29
1902,1651.05
1903,1645.62
1904,1637.63
1905,1635.96
1906,1640.32
1907,1689.02
1908,1710.88
1909,1731.02
1910,1726.34
1911,1728.81
1912,1708.1
1913,1679.42
1914,1671.65
1915,1676.6
1916,1714.71
1917,1758.1
1918,1777.67
1919,1820.49
1920,1853
1921,1914.44
1922,1920.38
1923,2021.54
1924,2037.59
1925,2160.66
1926,2200.25
1927,2298.85
1928,2182.69
1929,2254.82
1930,2193.54
1931,2193.29
1932,2201.54
1933,2299.28
1934,2383.95
1935,2364.04
1936,2390.28
1937,2426.68
1938,2374.95
1939,2270.88
1940,2359.66
1941,2464.82
1942,2481.66
1943,2523.63
1944,2581.57
1945,2649.64
1946,2629.4
1947,2635.23
1948,2558.11
1949,2569.02
1950,2543.85
1951,2527.83
1952,2534.23
1953,2632.89
1954,2653.03
1955,2410.2
1956,2403.72
1957,2542.32
1958,2544.31
1959,2564.51
1960,2562.36
1961,2522.1
1962,2486.28
1963,2442.04
1964,2405.38
1965,2332.53
1966,2405.76
1967,2372.46
1968,2348.92
1969,2325.24
1970,2366.77
1971,2403.55
1972,2415.13
1973,2416.45
1974,2427.47
1975,2431.21
1976,2445.26
1977,2407.46
1978,2478.06
1979,2474.59
1980,2479.24
1981,2396.8
1982,2397.99
1983,2366.9
1984,2371.62
1985,2429.87
1986,2395.43
1987,2408.5
1988,2485.11
1989,2495.28
1990,2550.86
1991,2583.2
1992,2649.64
1993,2630.24
1994,2680.68
1995,2720.67
1996,2683.65
1997,2649.16
1998,2687.76
1999,2689.24
2000,2784.46
2001,2754.66
2002,2799.45
2003,2781.64
2004,2817.18
2005,2889.45
2006,2952.08
2007,2931.77
2008,2986.61
2009,3041.12
2010,3052.41
2011,3053.3
2012,3183.3
2013,3235.33
2014,3164.46
2015,3214.36
2016,3299.22
2017,3273.4
2018,3223.96
2019,3308.45
2020,3282.33
2021,3283.28
2022,3250.49
2023,3272
2024,3148.81
2025,3139.02
2026,3094.88
2027,3110.45
2028,3169.13
2029,3188.31
2030,3141.3
2031,3128.57
2032,3060.41
2033,2998.39
2034,3116.09
2035,3122.85
2036,3150.9
2037,3248.86
2038,3349.95
2039,3386.59
2040,3344.74
2041,3124.62
2042,3111.33
2043,3244.32
2044,3258.31
2045,3238.43
2046,3299.03
2047,3303.99
2048,3458.71
2049,3414
2050,3370.38
2051,3347.12
2052,3350.25
2053,3262.48
2054,3179.65
2055,3211.71
2056,3068.49
2057,2903.06
2058,3003.16
2059,3045.24
2060,2943.99
2061,2736.7
2062,2678.37
2063,2870.03
2064,2736.85
2065,2714.25
2066,2582.27
2067,2750
2068,2812.45
2069,2608.98
2070,2781.08
2071,2898.41
2072,2869.05
2073,2763.07
2074,2757.95
2075,2742.85
2076,2807.06
2077,2783.76
2078,2772.77
2079,2739.79
2080,2790.76
2081,2741.04
2082,2493.29
2083,2485.67
2084,2531.44
2085,2467.37
2086,2461.24
2087,2479.72
2088,2534.71
2089,2487.06
2090,2467.52
2091,2503.8
2092,2617.66
2093,2590.71
2094,2561.13
2095,2580.78
2096,2577.04
2097,2550.47
2098,2407.97
2099,2430.28
2100,2356.92
2101,2271.36
2102,2058.25
2103,1914.05
2104,1942.45
2105,2094.72
2106,2159.96
2107,2210.45
2108,2230.32
2109,2243.63
2110,2133.98
2111,2180.13
2112,2211.2
2113,2208.48
2114,2195.39
2115,2228.15
2116,2175.17
2117,2241.95
2118,2194.82
2119,2198.99
2120,2214.45
2121,2237.31
2122,2178.55
2123,2188.09
2124,2183.4
2125,2169.94
2126,2127.2
2127,2146.12
2128,2191.34
2129,2219.29
2130,2283.43
2131,2270.95
2132,2253.91
2133,2297.9
2134,2323.78
2135,2318.47
2136,2337.08
2137,2340.36
2138,2331.79
2139,2343.96
2140,2350.02
2141,2349.9
2142,2310.7
2143,2307.34
2144,2312.97
2145,2280.09
2146,2271.65
2147,2370.5
2148,2440.65
2149,2493.48
2150,2534.08
2151,2522.68
2152,2505.83
2153,2476.43
2154,2447.77
2155,2447.29
2156,2453.26
2157,2439.45
2158,2468.49
2159,2466.76
2160,2456.84
2161,2447.9
2162,2459.56
2163,2450.96
2164,2334.44
2165,2336.29
2166,2344.83
2167,2458.41
2168,2461.45
2169,2397.56
2170,2395.58
2171,2364.34
2172,2369.74
2173,2357.21
2174,2342.45
2175,2414.92
2176,2383.83
2177,2376.54
2178,2408.32
2179,2422.83
2180,2500.06
2181,2496.05
2182,2503.06
2183,2481.75
2184,2492.34
2185,2411.41
2186,2432.88
2187,2432.77
2188,2420.8
2189,2270.46
2190,2288.11
2191,2317.65
2192,2180.59
2193,2219.61
2194,2120.23
2195,2131.37
2196,2105.51
2197,2132.08
2198,2070.93
2199,2069.27
2200,2128.57
2201,2088.72
2202,2040.98
2203,2061.96
2204,2065.44
2205,1951.61
2206,1953.46
2207,1912.72
2208,1973.01
2209,1937.07
2210,1969.62
2211,1952.37
2212,1974.24
2213,1967.26
2214,1948.28
2215,2000.9
2216,2014.44
2217,2009.27
2218,2004.11
2219,2053.86
2220,2029.52
2221,2041.39
2222,1932.6
2223,1955.4
2224,1944.61
2225,1973.19
2226,2043.41
2227,2053.27
2228,2122.27
2229,2107.67
2230,2115.16
2231,2111.92
2232,2061.45
2233,2070.72
2234,2078.41
2235,2101.12
2236,2136.13
2237,2131.48
2238,2141.18
2239,2193.39
2240,2173.26
2241,2175.28
2242,2137.59
2243,2149.2
2244,2123.03
2245,2106.86
2246,2157.53
2247,2156.54
2248,2167.78
2249,2180.26
2250,2168.04
2251,2139.4
2252,2123.8
2253,2148.44
2254,2143.9
2255,2171.32
2256,2178.87
2257,2182.07
2258,2158.23
2259,2163.61
2260,2154.89
2261,2147.72
2262,2157.72
2263,2148.28
2264,2155.79
2265,2145.38
2266,2142.06
2267,2135.51
2268,2158.27
2269,2152.93
2270,2152.88
2271,2107.01
2272,2072.47
2273,2072.38
2274,2078.41
2275,2084.84
2276,2076.19
2277,2082.62
2278,2075.47
2279,2078.76
2280,2073.8
2281,2083.12
2282,2082.41
2283,2066.64
2284,2071.91
2285,2076.14
2286,2074.92
2287,2092.16
2288,2155.66
2289,2138.96
2290,2137.65
2291,2152.64
2292,2136.32
2293,2139.07
2294,2132.96
2295,2084.3
2296,2095.02
2297,2106.63
2298,2094.81
2299,2102.2
2300,2104.22
2301,2104.56
2302,2115.77
2303,2105.53
2304,2076.3
2305,2095.89
2306,2102.05
2307,2122.97
2308,2122.63
2309,2127.09
2310,2163.29
2311,2168.86
2312,2167.1
2313,2166.88
2314,2148.76
2315,2155.72
2316,2200.35
2317,2197.79
2318,2195.23
2319,2192.39
2320,2187.98
2321,2175.4
2322,2167.12
2323,2177.78
2324,2157.23
2325,2159.55
2326,2182.51
2327,2173.97
2328,2163.81
2329,2155.24
2330,2147.56
2331,2148.45
2332,2145.79
2333,2143.84
2334,2148.68
2335,2159.67
2336,2175.34
2337,2170.1
2338,2177.06
2339,2222.49
2340,2287.66
2341,2257.7
2342,2253.74
2343,2244.72
2344,2249.34
2345,2237.13
2346,2241.95
2347,2232.21
2348,2222.15
2349,2219.31
2350,2214.26
2351,2224.06
2352,2232.71
2353,2220.4
2354,2229.89
2355,2228.72
2356,2232.45
2357,2236.55
2358,2236.63
2359,2229.31
2360,2199.98
2361,2193.19
2362,2176.52
2363,2189.46
2364,2184.21
2365,2187.15
2366,2200.7
2367,2196.29
2368,2167.26
2369,2176.45
2370,2166.72
2371,2175.37
2372,2177.35
2373,2202.87
2374,2209.23
2375,2201
2376,2202.12
2377,2209.81
2378,2192.88
2379,2222.78
2380,2221.53
2381,2223.42
2382,2240.75
2383,2270.95
2384,2266.17
2385,2257.12
2386,2250.26
2387,2253.8
2388,2250.47
2389,2263.48
2390,2244.74
2391,2273.63
2392,2271.93
2393,2276.95
2394,2282.42
2395,2263.92
2396,2289.45
2397,2308.43
2398,2317.77
2399,2310.9
2400,2309.94
2401,2316.72
2402,2307.27
2403,2334.68
2404,2353
2405,2360.34
2406,2368.73
2407,2393.95
2408,2403.14
2409,2441.58
2410,2419.41
2411,2431.31
2412,2416.51
2413,2375.26
2414,2368.68
2415,2376.92
2416,2379
2417,2411.31
2418,2387.16
2419,2372.93
2420,2360.38
2421,2309.82
2422,2302.32
2423,2291.38
2424,2279.68
2425,2297.37
2426,2292.04
2427,2278.48
2428,2294.71
2429,2286.96
2430,2277.18
2431,2275.11
2432,2286.9
2433,2307.89
2434,2322.21
2435,2322.68
2436,2308.94
2437,2318.34
2438,2312.6
2439,2300.47
2440,2295.4
2441,2308.06
2442,2337.39
2443,2329.59
2444,2342.78
2445,2334.96
2446,2347.18
2447,2347.1
2448,2352.42
2449,2358.7
2450,2364.02
2451,2339.99
2452,2343.97
2453,2337.53
2454,2346.43
2455,2354.9
2456,2368.18
2457,2379.31
2458,2373.51
2459,2372.19
2460,2376.76
2461,2362.71
2462,2394.12
2463,2396.88
2464,2398.19
2465,2387.42
2466,2389.88
2467,2370.56
2468,2370.71
2469,2371.93
2470,2354.91
2471,2347.15
2472,2349.89
2473,2356.29
2474,2358.07
2475,2346.55
2476,2339.23
2477,2354.89
2478,2354.9
2479,2357.31
2480,2369.19
2481,2346.96
2482,2350.07
2483,2357.14
2484,2338.55
2485,2347.43
2486,2365.6
2487,2364.43
2488,2356.31
2489,2352.69
2490,2346.67
2491,2359.75
2492,2384.26
2493,2390.39
2494,2388.27
2495,2379.16
2496,2382.11
2497,2378.86
2498,2368.11
2499,2355.52
2500,2357.52
2501,2337.35
2502,2325.04
2503,2335.65
2504,2347.67
2505,2341.93
2506,2344.74
2507,2344.5
2508,2351.64
2509,2347.04
2510,2336.79
2511,2329.77
2512,2325.43
2513,2320.6
2514,2326.1
2515,2316.29
2516,2324.92
2517,2339.29
2518,2375.45
2519,2381.75
2520,2381.32
2521,2363.56
2522,2354.75
2523,2361.66
2524,2381.55
2525,2411.8
2526,2407.57
2527,2473.5
2528,2471.21
2529,2479.08
2530,2496.45
2531,2475.46
2532,2450.35
2533,2466.01
2534,2484.03
2535,2507.03
2536,2519.27
2537,2521.17
2538,2515.14
2539,2477.32
2540,2461.97
2541,2452.79
2542,2484.12
2543,2474.43
2544,2497.25
2545,2516.67
2546,2529.1
2547,2543.32
2548,2554.7
2549,2537.64
2550,2552.98
2551,2549.97
2552,2534.37
2553,2511.15
2554,2548.1
2555,2553.88
2556,2543.66
2557,2550.11
2558,2570.59
2559,2565.14
2560,2600.95
2561,2622.98
2562,2631.41
2563,2624.31
2564,2657.89
2565,2665.45
2566,2639.21
2567,2654.38
2568,2643.07
2569,2636.2
2570,2636.63
2571,2636.39
2572,2638.12
2573,2681.81
2574,2680.63
2575,2646.22
2576,2627.8
2577,2634.18
2578,2635.18
2579,2620.38
2580,2611.34
2581,2570.26
2582,2591.45
2583,2605.24
2584,2595
2585,2604.08
2586,2613.26
2587,2616.82
2588,2643.5
2589,2659.78
2590,2646.4
2591,2706.24
2592,2736.46
2593,2739.13
2594,2728.23
2595,2714.63
2596,2710.12
2597,2711.35
2598,2729.85
2599,2714.33
2600,2691.83
2601,2686.69
2602,2674.75
2603,2692.54
2604,2687.67
2605,2672.84
2606,2668.38
2607,2674.18
2608,2670.69
2609,2662.63
2610,2675.55
2611,2679.05
2612,2680.65
2613,2678.99
2614,2661.55
2615,2661.28
2616,2672.33
2617,2692.08
2618,2695.54
2619,2707.52
2620,2718.35
2621,2713.38
2622,2726.64
2623,2723.53
2624,2753.01
2625,2756.04
2626,2737.64
2627,2734.37
2628,2753.65
2629,2752.14
2630,2771.04
2631,2814.27
2632,2809.11
2633,2793.71
2634,2789.4
2635,2794.1
2636,2800.47
2637,2792.22
2638,2821.96
2639,2819.96
2640,2832.96
2641,2862.34
2642,2873.51
2643,2861.42
2644,2850.05
2645,2879.4
2646,2938.8
2647,2941.15
2648,2987.17
2649,3012.36
2650,2940.73
2651,2936.83
2652,2917.31
2653,2897.11
2654,2893.28
2655,2863.45
2656,2842.18
2657,2861.36
2658,2910.48
2659,2875.73
2660,2848.89
2661,2865.34
2662,2899.1
2663,2850.2
2664,2872.94
2665,2850.05
2666,2820.17
2667,2829.06
2668,2873.03
2669,2879.64
2670,2895.37
2671,2880.77
2672,2880.1
2673,2894.34
2674,2839.63
2675,2859.05
2676,2860.44
2677,2908.73
2678,2913.26
2679,2919.48
2680,2932.36
2681,2947.76
2682,2969.32
2683,2995.56
2684,2997.04
2685,3018.6
2686,3048.81
2687,3063.86
2688,3076.18
2689,3106.55
2690,3117.82
2691,3130.33
2692,3176.5
2693,3180.33
2694,3157.46
2695,3172.78
2696,3120.7
2697,3079.12
2698,3116.83
2699,3141.23
2700,3149.64
2701,3181.34
2702,3117.49
2703,3029.6
2704,2945.84
2705,2810.03
2706,2805.21
2707,2852.72
2708,2871.79
2709,2931.88
2710,2957.17
2711,2973.79
2712,2927.1
2713,2878.67
2714,2891.3
2715,2864.18
2716,2863.99
2717,2892.48
2718,2878.15
2719,2898.25
2720,2908.2
2721,2909.58
2722,2883.38
2723,2871.33
2724,2894.98
2725,2870.73
2726,2897.26
2727,2904.4
2728,2894.18
2729,2866.67
2730,2791.47
2731,2738.87
2732,2747.59
2733,2694.83
2734,2738.79
2735,2722.15
2736,2711.37
2737,2697.27
2738,2702.37
2739,2715.73
2740,2780.8
2741,2785.34
2742,2749.7
2743,2726.4
2744,2664.7
2745,2635.7
2746,2653.77
2747,2682.55
2748,2647.38
2749,2664.92
2750,2722.85
2751,2702.98
2752,2666.02
2753,2653.54
2754,2652.73
2755,2663.98
2756,2646.35
2757,2683.85
2758,2722.88
2759,2717.24
2760,2729.4
2761,2724.72
2762,2753.54
2763,2750.83
2764,2716.78
2765,2700.88
2766,2740.53
2767,2745.8
2768,2728
2769,2683.69
2770,2665.68
2771,2661.29
2772,2673.2
2773,2663.4
2774,2605.9
2775,2658.29
2776,2647.19
2777,2694.58
2778,2707.02
2779,2692.18
2780,2695.24
2781,2652.08
2782,2660.41
2783,2687.7
2784,2671.63
2785,2671.3
2786,2667.98
2787,2599.78
2788,2598.33
2789,2579.05
2790,2583.71
2791,2536.46
2792,2506.72
2793,2452.64
2794,2425.18
2795,2479.91
2796,2386.38
2797,2388.98
2798,2368.43
2799,2374.36
2800,2402.62
2801,2471.29
2802,2471.23
2803,2432.28
2804,2474.62
2805,2476.86
2806,2448.76
2807,2430.44
2808,2420.76
2809,2426.16
2810,2493.76
2811,2526.81
2812,2563.58
2813,2563.69
2814,2530.99
2815,2525.09
2816,2541.31
2817,2545.12
2818,2490.25
2819,2440.31
2820,2413.5
2821,2406.54
2822,2479.78
2823,2447
2824,2504.62
2825,2503.21
2826,2478.51
2827,2469.2
2828,2408.72
2829,2405.16
2830,2374.17
2831,2409.13
2832,2452.38
2833,2450.15
2834,2461.07
2835,2472
2836,2522.34
2837,2511.15
2838,2503.48
2839,2479.21
2840,2474.48
2841,2465.88
2842,2500.44
2843,2441.23
2844,2416.03
2845,2437.68
2846,2413.43
2847,2398.77
2848,2381.39
2849,2415.31
2850,2425.42
2851,2399.88
2852,2458.77
2853,2487.08
2854,2487.42
2855,2573.6
2856,2547.79
2857,2582.77
2858,2575.45
2859,2606.67
2860,2486.82
2861,2491.66
2862,2494.06
2863,2390.5
2864,2444.13
2865,2412.48
2866,2415.49
2867,2429.21
2868,2369.07
2869,2446.32
2870,2540.15
2871,2464.81
2872,2477.49
2873,2485.1
2874,2468.91
2875,2389.58
2876,2415.65
2877,2451.12
2878,2460.16
2879,2542.77
2880,2511.59
2881,2499.68
2882,2482.33
2883,2486
2884,2434.21
2885,2444.97
2886,2462.97
2887,2429.99
2888,2459.14
2889,2461.44
2890,2492.08
2891,2446.79
2892,2451.27
2893,2437.64
2894,2399.2
2895,2401.9
2896,2394.29
2897,2421.13
2898,2401.85
2899,2428.04
2900,2488.06
2901,2496.14
2902,2481.79
2903,2434.49
2904,2430.72
2905,2408.61
2906,2415.58
2907,2423.32
2908,2457.9
2909,2423.38
2910,2425.94
2911,2397.87
2912,2369.55
2913,2334.92
2914,2306.15
2915,2309.23
2916,2297.33
2917,2281.56
2918,2276.06
2919,2293.1
2920,2262.79
2921,2269.24
2922,2314.65
2923,2314.32
2924,2305.17
2925,2332.72
2926,2331.85
2927,2354.5
2928,2331.14
2929,2378.37
2930,2381.22
2931,2371.35
2932,2417.36
2933,2432.49
2934,2401.23
2935,2397.05
2936,2411.56
2937,2441.64
2938,2437.03
2939,2455.9
2940,2440.01
2941,2483.47
2942,2499.64
2943,2527.47
2944,2533.18
2945,2580.61
2946,2576.31
2947,2517.46
2948,2582.85
2949,2579.05
2950,2588.17
2951,2577.23
2952,2623.07
2953,2787.7
2954,2733.9
2955,2750.34
2956,2743.97
2957,2819.47
2958,2832.59
2959,2828.87
2960,2840.27
2961,2789.7
2962,2685.59
2963,2708.6
2964,2719.77
2965,2723.96
2966,2729.13
2967,2755.81
2968,2825.18
2969,2806.9
2970,2812.92
2971,2802.96
2972,2795.39
2973,2718.18
2974,2706.15
2975,2741.59
2976,2733.97
2977,2838.51
2978,2892.62
2979,2888.53
2980,2920
2981,2951.98
2982,2962.27
2983,2967.51
2984,2979.1
2985,2928.43
2986,2920.52
2987,2924.93
2988,3023.03
2989,3017.42
2990,3004.92
2991,3042.43
2992,2970.49
2993,2978.85
2994,2974.85
2995,2927.99
2996,2892.86
2997,2939.41
2998,2945.24
2999,2805.04
3000,2806.26
3001,2758.24
3002,2698.78
3003,2793.76
3004,2741.11
3005,2724.73
3006,2783.54
3007,2791.41
3008,2735.21
3009,2715.43
3010,2739.79
3011,2725.73
3012,2685.93
3013,2702.03
3014,2722.33
3015,2748.8
3016,2755.81
3017,2742.96
3018,2728.95
3019,2743.06
3020,2721.31
3021,2719.59
3022,2706.76
3023,2743.37
3024,2812.9
3025,2796.73
3026,2794.54
3027,2785.61
3028,2842.74
